netcdf_name,longname,units,level,standardname
turbulent_velocity_north,Northward Turbulent Point Seawater Velocity,cm s-1,L0,northward_sea_water_velocity
turbulent_velocity_up,Upward Turbulent Point Seawater Velocity,cm s-1,L0,upward_sea_water_velocity
turbulent_velocity_vertical,Upward Turbulent Point Seawater Velocity,mm s-1,L0,
tx_tide_samples,Transmit Tide Records in Realtime,1,,
tx_wave_bursts,Transmit Wave Records in Realtime,1,,
tx_wave_stats,Transmit Wave Statistics in Realtime,1,,
u_corr,Wind Velocity - Northerly,m s-1,L1,
u_corr_std,Along-Wind Component - Standard Deviation,m s-1,,
unassigned_exception,Unassigned Exception,1,,
uncorrected_do,Dissolved Oxygen Concentration from Stable DO Instrument,umol L-1,L1,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water
unexpected_alarm,Unexpected Alarm,1,,
unique_id,Instrument Unique ID,1,,
unit_id,Unit ID,1,,
unknown_wakeup_occurred,Unknown Wakeup Occurred,1,,
upload_type,Upload Type,1,,
ups_battery_current,Battery Current,A,,
ups_battery_status,Battery Status,1,,
ups_battery_voltage,Battery Voltage,V,,
ups_estimated_charge_remaining,Percent Charge Remaining,percent,,
ups_estimated_minutes_remaining,Estimated Minutes Remaining,minutes,,
ups_input_line_bads,Number of Input Drops,count,,
ups_input_num_lines,Number of Input Lines,count,,
ups_line_input_current,Input Current,A,,
ups_line_input_frequency,Input Frequency,hz,,
ups_line_input_voltage,Input Voltage,V,,
ups_line_output_current,Output Current,A,,
ups_line_output_percent_load,Output Percent Load,percent,,
ups_line_output_power,Output Power,W,,
ups_line_output_voltage,Output Voltage,V,,
ups_output_frequency,Output Frequency,hz,,
ups_output_num_lines,Number of Output Lines,count,,
ups_output_source,Output Source,1,,
ups_seconds_on_battery,Seconds Running on Battery,seconds,,
ups_system_up_time,System Up Time,sec,,
uptime_string,CPU Uptime,1,,
upward_earth_seawater_velocity,Upward Seawater Velocity Profile,m s-1,L1,upward_sea_water_velocity
upward_seawater_velocity,Upward Seawater Velocity Profile,m s-1,L1,upward_sea_water_velocity
upward_turbulent_velocity,Upward Turbulent Point Seawater Velocity,m s-1,L1,upward_sea_water_velocity
upward_velocity,Upward Mean Point Seawater Velocity,m s-1,L1,upward_sea_water_velocity
uranium_concentration,Uranium Concentration,nmol/kg,,
use_baud_rate_57600,Use Baud Rate 9600,1,,
use_dsp_filter,Use Dsp Filter,1,,
use_press_4_depth,Use Press 4 Depth,1,,
use_specified_sound_speed,Use Specified Sound Speed,1,,
use_strack_4_depth,Use Strack 4 Depth,1,,
user_info,User Info,1,,
uw_momentum_flux,Along-Wind Component of Momentum Flux,m2 s-2,L2,
v_corr,Wind Velocity - Westerly,m s-1,L1,
v_corr_std,Cross-Wind Component - Standard Deviation,m s-1,,
v_num_datacollection,Version Number of FDCHP,1,,
va_sense,Analog Rail Voltage,counts,,
vadcp_b_beam_eastward,Eastward Turbulent Seawater Velocity Profile,m s-1,L1,eastward_sea_water_velocity
vadcp_b_beam_northward,Northward Turbulent Seawater Velocity Profile,m s-1,L1,northward_sea_water_velocity
vadcp_b_beam_vertical_est,Upward Turbulent Seawater Velocity Profile - Estimated,m s-1,L1,upward_sea_water_velocity
vadcp_b_beam_vertical_true,Upward Turbulent Seawater Velocity Profile - True,m s-1,L1,upward_sea_water_velocity
vadcp_b_bin_depths,Bin Depths,m,L1,
vadcp_beam_error,Error Turbulent Seawater Velocity Profile,m s-1,L1,
vadcp_eastward_seawater_velocity,Eastward Turbulent Seawater Velocity Profile,m s-1,L1,eastward_sea_water_velocity
vadcp_northward_seawater_velocity,Northward Turbulent Seawater Velocity Profile,m s-1,L1,northward_sea_water_velocity
vadcp_upward_seawater_velocity_est,Upward Turbulent Seawater Velocity Profile - Estimated,m s-1,L1,upward_sea_water_velocity
vadcp_upward_seawater_velocity_tru,Upward Turbulent Seawater Velocity Profile - True,m s-1,L1,upward_sea_water_velocity
valve_delay,Valve Delay,counts,,
vamps_url,VAMPS Processed FASTA,1,,
vanadium_concentration,Vanadium Concentration,nmol/kg,,
variable_leader_id,Variable Leader ID,1,,
vel3d_a_eastward_velocity,Eastward Mean Point Seawater Velocity,m s-1,L1,eastward_sea_water_velocity
vel3d_a_hx,Normalized X Component of the Magnetic Flux,1,,
vel3d_a_hy,Normalized Y Component of the Magnetic Flux,1,,
vel3d_a_hz,Normalized Z Component of the Magnetic Flux,1,,
vel3d_a_northward_velocity,Northward Mean Point Seawater Velocity,m s-1,L1,northward_sea_water_velocity
vel3d_a_tx,"Instrument Tilt, X",degrees,,
vel3d_a_ty,"Instrument Tilt, Y",degrees,,
vel3d_a_upward_velocity_ascending,Upward Mean Point Seawater Velocity - Ascending,m s-1,L1,
vel3d_a_upward_velocity_descending,Upward Mean Point Seawater Velocity - Descending,m s-1,L1,
vel3d_a_va,Path Velocity Axis A,cm s-1,,
vel3d_a_vb,Path Velocity Axis B,cm s-1,,
vel3d_a_vc,Path Velocity Axis C,cm s-1,,
vel3d_a_vd,Path Velocity Axis D,cm s-1,,
vel3d_c_eastward_turbulent_velocity,Eastward Turbulent Point Seawater Velocity,m s-1,L1,eastward_sea_water_velocity
vel3d_c_northward_turbulent_velocity,Northward Turbulent Point Seawater Velocity,m s-1,L1,northward_sea_water_velocity
vel3d_c_upward_turbulent_velocity,Upward Turbulent Point Seawater Velocity,m s-1,L1,upward_sea_water_velocity
vel3d_k_acc_x,"Accelerometer X-Axis, Raw",counts,,
vel3d_k_acc_y,"Accelerometer Y-Axis, Raw",counts,,
vel3d_k_acc_z,"Accelerometer Z-Axis, Raw",counts,,
vel3d_k_ambiguity,Ambiguity Velocity,counts,,
vel3d_k_amp0,Amplitude0,counts,,
vel3d_k_amp1,Amplitude1,counts,,
vel3d_k_amp2,Amplitude2,counts,,
vel3d_k_battery_voltage,Battery Voltage,counts,,
vel3d_k_beams,Number of Beams,1,,
vel3d_k_beams_coordinate,Beams & Coordinate System,bit mask,,
vel3d_k_blanking,Blanking,counts,,
vel3d_k_cell_size,Cell Size,counts,,
vel3d_k_configuration,Configuration Bit Mask,counts,,
vel3d_k_corr0,"Correlation 0, 0-100",counts,,
vel3d_k_corr1,"Correlation 0, 0-100",counts,,
vel3d_k_corr2,"Correlation 0, 0-100",counts,,
vel3d_k_data_set_description,"Data Set Description, Bit Mask",bit mask,,
vel3d_k_eastward_velocity,Eastward Mean Point Seawater Velocity,m s-1,L1,eastward_sea_water_velocity
vel3d_k_error,Error,counts,,
vel3d_k_heading,Heading,ddegrees,,
vel3d_k_id,VEL3D Record ID,1,,
vel3d_k_mag_x,"Magnetometer X-Axis, Raw",counts,,
vel3d_k_mag_y,"Magnetometer Y-Axis, Raw",counts,,
vel3d_k_mag_z,"Magnetometer Z-Axis, Raw",counts,,
vel3d_k_micro_second,Micro Second,counts,,
vel3d_k_northward_velocity,Northward Mean Point Seawater Velocity,m s-1,L1,northward_sea_water_velocity
vel3d_k_number_of_records,Number of Records,counts,,
vel3d_k_pitch,Pitch,ddegrees,,
vel3d_k_power_level,"Power Level, dB",counts,,
vel3d_k_pressure,Pressure,dbar,,
vel3d_k_roll,Roll,ddegrees,,
vel3d_k_serial,VEL3D Serial Number,counts,,
vel3d_k_speed_sound,Speed of Sound,counts,,
vel3d_k_status,Status,counts,,
vel3d_k_str_id,"String ID, 0-15",counts,,
vel3d_k_string,String,1,,
vel3d_k_temp_c,Temperature,cdeg_C,,
vel3d_k_time_off,Time Sensor Stop,s,,
vel3d_k_time_on,Time Sensor Start,s,,
vel3d_k_transmit_energy,Transmit Energy,counts,,
vel3d_k_upward_velocity,Upward Mean Point Seawater Velocity,m s-1,L1,upward_sea_water_velocity
vel3d_k_v_scale,Velocity Scale,counts,,
vel3d_k_vel0,Raw Velocity 0,counts,,
vel3d_k_vel1,Raw Velocity 1,counts,,
vel3d_k_vel2,Raw Velocity 2,counts,,
vel3d_k_velocity_range,Velocity Range,counts,,
vel3d_k_version,Version Number of Data Record,counts,,
vel3d_l_controller_timestamp,Time Sensor Stop,seconds since 1970-01-01,,
vel3d_l_date_time_array,Date Time Array,1,,
vel3d_l_decimation_factor,Full Decimation Factor,1,,
vel3d_l_eastward_velocity,Eastward Mean Point Seawater Velocity,m s-1,L1,eastward_sea_water_velocity
vel3d_l_heading,Instrument Heading,degrees,,
vel3d_l_hx,Compass X,1,,
vel3d_l_hy,Compass Y,1,,
vel3d_l_hz,Compass Z,1,,
vel3d_l_northward_velocity,Northward Mean Point Seawater Velocity,m s-1,L1,northward_sea_water_velocity
vel3d_l_number_of_records,Number of Records in the File,counts,,
vel3d_l_time_off,Time Sensor Stop,seconds since 1970-01-01,,
vel3d_l_time_on,Time Sensor Start,seconds since 1970-01-01,,
vel3d_l_tx,X Component of Tilt,degrees,,
vel3d_l_ty,Y Component of Tilt,degrees,,
vel3d_l_upward_velocity_ascending,Upward Mean Point Seawater Velocity - Ascending,m s-1,L1,
vel3d_l_upward_velocity_descending,Upward Mean Point Seawater Velocity - Descending,m s-1,L1,
vel3d_l_vp1,Path Velocity 1,cm s-1,,
vel3d_l_vp2,Path Velocity 2,cm s-1,,
vel3d_l_vp3,Path Velocity 3,cm s-1,,
vel3d_l_vp4,Path Velocity 4,cm s-1,,
vel_max,Vel Max,mm s-1,,
vel_max_change,Vel Max Change,mm s-1,,
vel_min,Vel Min,mm s-1,,
vel_pct_gd,"Vel Pct Gd, %",percent,,
vel_std,Vel Std,mm s-1,,
velocity_adjustment_factor,Velocity Adjustment Factor,1,,
velocity_beam1,Eastward Mean Point Seawater Velocity,mm s-1,L0,
velocity_beam1_m_s,Velocity Beam1 or X or East Coordinates,m s-1,,
velocity_beam2,Northward Mean Point Seawater Velocity,mm s-1,L0,
velocity_beam2_m_s,Velocity Beam2 or Y or North Coordinates,m s-1,,
velocity_beam3,Upward Mean Point Seawater Velocity,mm s-1,L0,
velocity_beam3_m_s,Velocity Beam3 or Z or Up Coordinates,m s-1,,
velocity_beam4,Beam 4 Velocity Profile,mm s-1,L0,
velocity_beam5,Beam 5 Velocity Profile,mm s-1,L0,
velocity_beam_a,MAVS Velocity Beam A,counts,,
velocity_beam_b,MAVS Velocity Beam B,counts,,
velocity_beam_c,MAVS Velocity Beam C,counts,,
velocity_beam_d,MAVS Velocity Beam D,counts,,
velocity_bitmap,Velocity Bitmap,1,,
velocity_data_id,Velocity Data ID,1,,
velocity_flt32,Velocity,m s-1,,
velocity_offset_a,Beam-A Velocity Offset,counts,,
velocity_offset_b,Beam-B Velocity Offset,counts,,
velocity_offset_c,Beam-C Velocity Offset,counts,,
velocity_offset_d,Beam-D Velocity Offset,counts,,
velocity_po_east_flag,Velocity PO East Flag,1,,
velocity_po_error_flag,Velocity PO Error Flag,1,,
velocity_po_north_flag,Velocity PO North Flag,1,,
velocity_po_up_flag,Velocity PO Up Flag,1,,
velocity_range,Velocity Range,1,,
velpt_d_eastward_velocity,Eastward Mean Point Seawater Velocity,m s-1,L1,eastward_sea_water_velocity
velpt_d_northward_velocity,Northward Mean Point Seawater Velocity,m s-1,L1,northward_sea_water_velocity
velpt_d_upward_velocity,Upward Mean Point Seawater Velocity,m s-1,L1,upward_sea_water_velocity
velpt_j_eastward_velocity,Eastward Mean Point Seawater Velocity,m s-1,L1,
velpt_j_northward_velocity,Northward Mean Point Seawater Velocity,m s-1,L1,
velpt_j_upward_velocity,Upward Mean Point Seawater Velocity,m s-1,L1,
velpt_pressure,VELPT Pressure,dbar,,
vent_fluid_chloride_conc,Vent Fluid Chloride Concentration (CI-),mmol kg-1,L2,
vent_fluid_orp,Vent Fluid Oxidation-Reduction Potential (ORP),mV,L1,
vent_fluid_temperature,Vent Fluid Temperature,degrees_Celsius,L1,
version,Version,1,,
vertical_velocity,Vertical Velocity,m s-1,,
vicor_12v_bcm_temp,12V Vicor BCM Temperature,degrees_Celsius,,
vin_sense,Regulated Supply Voltage,counts,,
vmain_backplane_bus_voltage,Vmain Backplane Bus Voltage @ DCL Input,V,,
vmain_dpb_in,Vmain @ DPB Input,V,,
volt0_serial_number,Volt 0 Serial Number,1,,
volt0_type,Volt 0 Type,1,,
volt1_serial_number,Volt 1 Serial Number,1,,
volt1_type,Volt 1 Type,1,,
voltage_analog,Analog Voltage,V,,
voltage_battery,Voltage Battery,counts,,
voltage_flt32,Winch Voltage,V,,
voltage_lamp,Lamp Voltage,V,,
voltage_main,Main Voltage,V,,
voltage_out,Instrument Output Voltage,V,L0,
volume_analyzed,Volume Imaged Subset of Volume Sampled,mL,L2,
volume_concentration,Volume Concentration,uL L-1,L1,
volume_pumped,Volume Pumped,mL,,
vs_freq_hi,Vs Frequency High,cHz,,
vs_std,Vs Std,1,,
vspec_dat,Vspec Dat,mm sqrt(Hz)-1,,
vspec_num_freq,Vspec Num Freq,counts,,
vspec_pct_measured,"Vspec Pct Measured, %",percent,,
vw_momentum_flux,Cross-Wind Component of Momentum Flux,m2 s-2,L2,
w_corr,Wind Velocity - Vertical,m s-1,L1,
w_corr_std,Vertical Wind Component - Standard Deviation,m s-1,,
watchdog_restart_occurred,Watchdog Restart Occurred,1,,
water_direction,"Direction (Calculated From VLE, VLN Corrected for EH Heading)",degrees,,
water_velocity,"Velocity (Calculated From VLE, VLN, VLU)",mm d-1,,
water_velocity_east,Eastward Seawater Velocity Profile,mm s-1,L0,eastward_sea_water_velocity
water_velocity_forward,Eastward Seawater Velocity Profile,mm s-1,L0,
water_velocity_north,Northward Seawater Velocity Profile,mm s-1,L0,northward_sea_water_velocity
water_velocity_starboard,Northward Seawater Velocity Profile,mm s-1,L0,
water_velocity_up,Upward Seawater Velocity Profile,mm s-1,L0,upward_sea_water_velocity
water_velocity_vertical,Upward Seawater Velocity Profile,mm s-1,L0,
wave_bursts_per_day,Number of Wave Bursts Per Day,count,,
wave_bursts_since_last_start,Wave Bursts Since Last Start,count,,
wave_cell_position,Wave Cell Position,1,,
wave_data_rate,Wave Data Rate,Hz,,
wave_dm,Wave Dm,degrees,,
wave_dp1,Wave Dp1,degrees,,
wave_dp2,Wave Dp2,degrees,,
wave_header_id,Wave Header ID,1,,
wave_height_10,Average Wave Height of Highest Tenth,m,L0,
wave_height_hmo,Significant Wave Height Estimated HMO,m,L0,
wave_hs1,Wave Hs1,mm,,
wave_hs2,Wave Hs2,mm,,
wave_measurement_cell_size,Wave Measurement Cell Size,m,,
wave_param_source,Wave Param Source,1,,
wave_period_10,Average Wave Period of Highest Tenth,sec,L0,
wave_period_tp5,Peak Wave Period - Read Method,sec,L0,
wave_ping_id,Wave Ping ID,1,,
wave_samples_between_tide_measurements,Sample Waves Every N Tide Samples,1,,
wave_samples_duration,Wave Sampling Duration,s,,
wave_samples_per_burst,Wave Samples Per Burst,1,,
wave_samples_scans_per_second,Scans Per Second,1,,
wave_tp1,Wave Tp1,dsec,,
wave_tp2,Wave Tp2,dsec,,
wave_transmit_pulse,Wave Transmit Pulse,1,,
wavelength,Wavelength,1,L2,
wavelength_a,Optical Absorption Wavelength,nm,L2,
wavelength_c,Beam Attenuation Wavelength,nm,L2,
wavss_a_buoymotion_time,Buoy Displacement Time,seconds since 1900-01-01,L1,
wavss_a_corrected_directional_wave_direction,Wave Direction,degrees,L1,
wavss_a_corrected_mean_wave_direction,Wave Direction - Mean,degrees,L1,
wavss_a_directional_frequency,Directional Wave Spectral Bins,Hz,L1,
wavss_a_magcor_buoymotion_x,Corrected Buoy Displacement - Eastward,m,L1,
wavss_a_magcor_buoymotion_y,Corrected Buoy Displacement - Northward,m,L1,
wavss_a_non_directional_frequency,Non-Directional Wave Spectral Bins,Hz,L1,
wetlabs,External Wetlabs Flag,1,,
wfp_decimation_factor,Decimation Factor,1,,
wfp_indicator,Message Type Indicator,1,,
wfp_number_samples,Number Samples,counts,,
wfp_prof_current,Profile Current,mA,,
wfp_prof_pressure,Profile Pressure,dbar,,
wfp_prof_voltage,Profile Voltage,V,,
wfp_profile_number,Profile Number,counts,,
wfp_profile_start,"Profile Start Time, UTC",seconds since 1970-01-01,,
wfp_profile_status,Profile Status,1,,
wfp_profile_stop,Profile Stop Time,seconds since 1970-01-01,,
wfp_ramp_status,Ramp Status,1,,
wfp_sensor_start,"Sensor Start Time, UTC",seconds since 1970-01-01,,
wfp_sensor_stop,Sensor Stop Time,seconds since 1970-01-01,,
wfp_time_off,Time OffC,seconds since 1970-01-01,,
wfp_time_on,Time OnC,seconds since 1970-01-01,,
wfp_timestamp,Deprecated - see PD12,seconds since 1970-01-01,,
winch_current_draw,Winch's Current Draw,A,,
winch_date,"Winch's Date, YYYY-MM-DD",1,,
winch_payout,Winch's Payout,cm,,
winch_speed,Winch's Speed,cm s-1,,
winch_state,Winch's State,1,,
winch_status,Winch's Status,1,,
winch_time,"Winch's Time, HH-MM-SS.SSS",1,,
winch_velocity,Winch Velocity,counts s-1,,
wind_speed,Motion-Corrected Wind Speed,m s-1,,
wind_u_avg,Wind Speed X-Axis - Average,m s-1,,
wind_u_max,Wind Speed X-Axis - Maximum,m s-1,,
wind_u_min,Wind Speed X-Axis - Mimimum,m s-1,,
wind_u_std,Wind Speed X-Axis - Standard Deviation,m s-1,,
wind_v_avg,Wind Speed Y-Axis - Average,m s-1,,
wind_v_max,Wind Speed Y-Axis - Maximum,m s-1,,
wind_v_min,Wind Speed Y-Axis - Mimimum,m s-1,,
wind_v_std,Wind Speed Y-Axis - Standard Deviation,m s-1,,
wind_w_avg,Wind Speed Z-Axis - Average,m s-1,,
wind_w_max,Wind Speed Z-Axis - Maximum,m s-1,,
wind_w_min,Wind Speed Z-Axis - Mimimum,m s-1,,
wind_w_std,Wind Speed Z-Axis - Standard Deviation,m s-1,,
window_type,Window Type,1,,
wrap_mode,Wrap Mode,1,,
x_accel,Acceleration X-Axis - Average,m s-2,,
x_accel_counts,X-Axis Acceleration Counts,counts,L0,
x_accel_max,Acceleration X-Axis - Maximum,m s-2,,
x_accel_min,Acceleration X-Axis - Minimum,m s-2,,
x_accel_std,Acceleration X-Axis - Standard Deviation,m s-2,,
x_ang_rate_avg,Angular Rate X-Axis - Average,rad s-1,,
x_ang_rate_max,Angular Rate X-Axis - Maximum,rad s-1,,
x_ang_rate_min,Angular Rate X-Axis - Minimum,rad s-1,,
x_ang_rate_std,Angular Rate X-Axis - Standard Deviation,rad s-1,,
x_angle,X Angle,degree,,
x_center,X Center,degree,,
x_last_wpt_lat,X Last WPT Latitude,degrees,,
x_last_wpt_lon,X Last WPT Longitude,degrees,,
x_system_clock_adjusted,System Clock Adjusted,s,,
x_vel,X Vel,mm s-1,,
y_accel,Acceleration Y-Axis - Average,m s-2,,
y_accel_counts,Y-Axis Acceleration Counts,counts,L0,
y_accel_max,Acceleration Y-Axis - Maximum,m s-2,,
y_accel_min,Acceleration Y-Axis - Minimum,m s-2,,
y_accel_std,Acceleration Y-Axis - Standard Deviation,m s-2,,
y_ang_rate_avg,Angular Rate Y-Axis - Average,rad s-1,,
y_ang_rate_max,Angular Rate Y-Axis - Maximum,rad s-1,,
y_ang_rate_min,Angular Rate Y-Axis - Minimum,rad s-1,,
y_ang_rate_std,Angular Rate Y-Axis - Standard Deviation,rad s-1,,
y_angle,Y Angle,degree,,
y_center,Y Center,degree,,
y_vel,Y Vel,mm s-1,,
year,Year,year,,
yttrium_concentration,Yttrium Concentration,nmol/kg,,
z_accel,Acceleration Z-Axis - Average,m s-2,,
z_accel_counts,Z-Axis Acceleratiton Counts,counts,L0,
z_accel_max,Acceleration Z-Axis - Maximum,m s-2,,
z_accel_min,Acceleration Z-Axis - Minimum,m s-2,,
z_accel_std,Acceleration Z-Axis - Standard Deviation,m s-2,,
z_ang_rate_avg,Angular Rate Z-Axis - Average,rad s-1,,
z_ang_rate_max,Angular Rate Z-Axis - Maximum,rad s-1,,
z_ang_rate_min,Angular Rate Z-Axis - Minimum,rad s-1,,
z_ang_rate_std,Angular Rate Z-Axis - Standard Deviation,rad s-1,,
zero_a2d,Raw Blank Measurement,counts,,
zero_divide_instruction,Zero Divide Instruction,1,,
zinc_concentration,Zinc Concentration,nmol/kg,,
zplsc_absorption_coeff,Absorption Coefficient,dB m-1,,
zplsc_active_120k_mode,Active 120k Mode,,,
zplsc_active_120k_power,Active 120k Power,W,,
zplsc_active_120k_pulse_length,Active 120k Pulse Length,sec,,
zplsc_active_120k_sample_interval,Active 120k Sample Interval,sec,,
zplsc_active_200k_mode,Active 200k Mode,,,
zplsc_active_200k_power,Active 200k Power,W,,
zplsc_active_200k_pulse_length,Active 200k Pulse Length,sec,,
zplsc_active_200k_sample_interval,Active 200k Sample Interval,sec,,
zplsc_active_38k_mode,Active 38k Mode,,,
zplsc_active_38k_power,Active 38k Power,W,,
zplsc_active_38k_pulse_length,Active 38k Pulse Length,sec,,
zplsc_active_38k_sample_interval,Active 38k Sample Interval,sec,,
zplsc_bandwidth,Bandwidth,Hz,,
zplsc_c_battery_voltage,Voltage of the Main Battery Pack,V,,
zplsc_c_battery_voltage_counts,Voltage of the Main Battery Pack,counts,,
zplsc_c_frequency_channel_1,Channel 1 Frequency,kHz,,
zplsc_c_frequency_channel_2,Channel 2 Frequency,kHz,,
zplsc_c_frequency_channel_3,Channel 3 Frequency,kHz,,
zplsc_c_frequency_channel_4,Channel 4 Frequency,kHz,,
zplsc_c_is_averaged_data,Data Type,1,,
zplsc_c_phase,Phase,1,,
zplsc_c_pressure,Seawater Pressure,dbar,,
zplsc_c_pressure_counts,Seawater Pressure,counts,,
zplsc_c_temperature,Temperature,degrees_Celsius,,
zplsc_c_temperature_counts,Temperature,counts,,
zplsc_c_tilt_x,Tilt in X Direction,degrees,,
zplsc_c_tilt_x_counts,Tilt in X Direction,counts,,
zplsc_c_tilt_y,Tilt in Y Direction,degrees,,
zplsc_c_tilt_y_counts,Tilt in Y Direction,counts,,
zplsc_c_transmission_timestamp,Timestamp,1,,
zplsc_c_values_channel_1,Channel 1 Values Minus Minimum Value,counts,,
zplsc_c_values_channel_2,Channel 2 Values Minus Minimum Value,counts,,
zplsc_c_values_channel_3,Channel 3 Values Minus Minimum Value,counts,,
zplsc_c_values_channel_4,Channel 4 Values Minus Minimum Value,counts,,
zplsc_channel,Transducer Channel Number,1,,
zplsc_connected,Connected,,,
zplsc_current_raw_filename,Current Raw Filename,,,
zplsc_current_raw_filesize,Current Raw Filesize,bytes,,
zplsc_current_utc_time,Current UTC Time,,,
zplsc_depth_range_channel_1,Channel 1 Depth Range,m,,
zplsc_depth_range_channel_2,Channel 2 Depth Range,m,,
zplsc_depth_range_channel_3,Channel 3 Depth Range,m,,
zplsc_depth_range_channel_4,Channel 4 Depth Range,m,,
zplsc_executable,Executable,,,
zplsc_file_path,File Path,,,
zplsc_file_prefix,File Prefix,,,
zplsc_frequency,Frequency,Hz,,
zplsc_frequency_channel_1,Channel 1 Frequency,kHz,,
zplsc_frequency_channel_2,Channel 2 Frequency,kHz,,
zplsc_frequency_channel_3,Channel 3 Frequency,kHz,,
zplsc_frequency_channel_4,Channel 4 Frequency,kHz,,
zplsc_fs_root,FS Root,,,
zplsc_gpts_enabled,GPTS Enabled,,,
zplsc_host,Host,,,
zplsc_max_file_size,Max File Size,,,
zplsc_next_scheduled_interval,Next Scheduled Interval,,,
zplsc_pid,Pid,,,
zplsc_port,Port,,,
zplsc_pulse_length,Pulse Length,sec,,
zplsc_sample_interval,Sample Interval,sec,,
zplsc_sample_range,Sample Range,,,
zplsc_save_bottom,Save Bottom,,,
zplsc_save_index,Save Index,,,
zplsc_save_raw,Save Raw,,,
zplsc_schedule_filename,Schedule Filename,,,
zplsc_scheduled_intervals_remaining,Scheduled Intervals Remaining,,,
zplsc_sound_velocity,Sound Velocity,m s-1,,
zplsc_temperature,Temperature,degrees_Celsius,,
zplsc_timestamp,Timestamp From the .Raw File Name,1,,
zplsc_transducer_depth,Transducer Depth,m,,
zplsc_transmit_power,Transmit Power,W,,
zplsc_values_channel_1,Channel 1 Volume Backscattering (Sv),dB m-1,,
zplsc_values_channel_2,Channel 2 Volume Backscattering (Sv),dB m-1,,
zplsc_values_channel_3,Channel 3 Volume Backscattering (Sv),dB m-1,,
zplsc_values_channel_4,Channel 4 Volume Backscattering (Sv),dB m-1,,
